,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,model_answer
7234,hg15,True,70,23,0,3,16,0.0013608399347049271455034613609314,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small blue rectangle,False
7235,hg15,True,71,23,0,5,14,0.001457371581977895402815192937851,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",large blue rectangle,False
7236,hg15,True,72,23,0,3,16,0.0013319349332050478551536798477173,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small blue triangle,False
7237,hg15,True,73,24,1,12,7,0.99603881204154731676680967211723,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small yellow triangle,True
7238,hg15,True,74,24,0,3,16,0.0089070602059564407682046294212341,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small green circle,False
7239,hg15,True,75,24,0,2,17,0.009153414542765858641359955072403,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",medium yellow circle,False
7240,hg15,True,76,24,1,14,5,0.99802264936681694962317124009132,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small green rectangle,True
546,hg16,True,0,0,1,7,15,0.51969108572768618614645674824715,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue circle,True
547,hg16,True,1,0,1,5,17,0.42117884822755513596348464488983,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow rectangle,False
548,hg16,True,2,0,1,13,9,0.43529430500097987533081322908401,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green triangle,False
549,hg16,True,3,1,1,8,14,0.6129668037423243731609545648098,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green rectangle,True
550,hg16,True,4,2,0,16,6,0.78479076770429401221917942166328,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue rectangle,True
551,hg16,True,5,2,1,18,4,0.70346377704129281482892110943794,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue circle,True
552,hg16,True,6,2,1,17,5,0.85714660333917436219053342938423,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green rectangle,True
553,hg16,True,7,2,1,13,9,0.67317726802446031797444447875023,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow triangle,True
554,hg16,True,8,2,0,14,8,0.64978915844358198228292167186737,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,True
555,hg16,True,9,3,1,19,3,0.87681411523647057038033381104469,"""λx.apply7(apply9(or,apply1(compose11(compose8(or,yellow),circle),x.o)),apply1(green,x.o))""
",(circle or yellow) or green,"def is_rule(obj):
    return (obj.circle or obj.yellow) or obj.green",medium green rectangle,True
556,hg16,True,10,4,1,16,6,0.755102784552150296804029494524,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow triangle,True
557,hg16,True,11,4,1,18,4,0.85504562129619898769306018948555,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green triangle,True
558,hg16,True,12,4,1,16,6,0.84480245505881157441763207316399,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green triangle,True
559,hg16,True,13,5,0,10,12,0.54302837544116755452705547213554,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,True
560,hg16,True,14,5,0,11,11,0.75146728145659835718106478452682,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green circle,True
561,hg16,True,15,6,1,17,5,0.89112864291666937788249924778938,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",green or yellow,"def is_rule(obj):
    return obj.green or obj.yellow",small green rectangle,True
562,hg16,True,16,6,1,17,5,0.85228374474547763384180143475533,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",green or yellow,"def is_rule(obj):
    return obj.green or obj.yellow",small yellow rectangle,True
563,hg16,True,17,6,1,21,1,0.85372557674770632729632779955864,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",green or yellow,"def is_rule(obj):
    return obj.green or obj.yellow",small yellow triangle,True
564,hg16,True,18,6,1,16,6,0.82377359127406180050456896424294,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",green or yellow,"def is_rule(obj):
    return obj.green or obj.yellow",medium yellow rectangle,True
565,hg16,True,19,7,0,11,11,0.35502565883132319868309423327446,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,False
566,hg16,True,20,7,0,12,10,0.34709893136664504709187895059586,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue triangle,False
567,hg16,True,21,7,0,9,13,0.46376653562117553519783541560173,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow circle,False
568,hg16,True,22,7,1,17,5,0.96804726127083995379507541656494,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green triangle,True
569,hg16,True,23,8,1,16,6,0.49757842134670227096648886799812,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",small blue circle,False
570,hg16,True,24,8,1,21,1,0.9661607104422955671907402575016,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large green rectangle,True
571,hg16,True,25,8,0,8,14,0.094360834423810047155711799860001,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium blue rectangle,False
572,hg16,True,26,9,0,6,16,0.065866299909998815564904361963272,"""λx.apply1(compose11(compose8(or,small),green),x.o)""
",small or green,"def is_rule(obj):
    return obj.small or obj.green",medium blue rectangle,False
573,hg16,True,27,9,1,19,3,0.99115320954047092527616769075394,"""λx.apply1(compose11(compose8(or,small),green),x.o)""
",small or green,"def is_rule(obj):
    return obj.small or obj.green",small green triangle,True
574,hg16,True,28,9,1,20,2,0.97586765699622901593102142214775,"""λx.apply1(compose11(compose8(or,small),green),x.o)""
",small or green,"def is_rule(obj):
    return obj.small or obj.green",medium green rectangle,True
575,hg16,True,29,10,0,5,17,0.029727173100013715156819671392441,"""λx.apply1(compose11(compose8(or,small),green),x.o)""
",small or green,"def is_rule(obj):
    return obj.small or obj.green",medium blue triangle,False
576,hg16,True,30,11,1,18,4,0.98098246383892728772480040788651,"""λx.apply1(compose11(compose8(or,small),green),x.o)""
",small or green,"def is_rule(obj):
    return obj.small or obj.green",large green rectangle,True
577,hg16,True,31,11,1,16,6,0.85730296125166205456480383872986,"""λx.apply1(compose11(compose8(or,small),green),x.o)""
",small or green,"def is_rule(obj):
    return obj.small or obj.green",large yellow triangle,True
578,hg16,True,32,11,1,17,5,0.86034928615686112607363611459732,"""λx.apply1(compose11(compose8(or,small),green),x.o)""
",small or green,"def is_rule(obj):
    return obj.small or obj.green",medium yellow rectangle,True
579,hg16,True,33,12,0,10,12,0.44137136120912145997863262891769,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",green or yellow,"def is_rule(obj):
    return obj.green or obj.yellow",medium green circle,False
580,hg16,True,34,13,0,6,16,0.095317914294696493016090244054794,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium blue triangle,False
581,hg16,True,35,13,0,9,13,0.16552513099782117933500558137894,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",small blue rectangle,False
582,hg16,True,36,13,1,16,6,0.96846743323089867772068828344345,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large yellow rectangle,True
583,hg16,True,37,14,0,5,17,0.23096302163480686431284993886948,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large yellow circle,False
584,hg16,True,38,15,0,6,16,0.10246989062966349592898041009903,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium yellow circle,False
585,hg16,True,39,15,1,21,1,0.96622052761040322366170585155487,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large green triangle,True
586,hg16,True,40,15,1,18,4,0.9641945350170999518013559281826,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium yellow rectangle,True
587,hg16,True,41,15,0,5,17,0.037012738847124637686647474765778,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium blue triangle,False
588,hg16,True,42,15,1,19,3,0.97040874159688428335357457399368,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large yellow rectangle,True
589,hg16,True,43,16,1,20,2,0.98119383293692408187780529260635,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium yellow triangle,True
590,hg16,True,44,16,0,7,15,0.014247322094092851330060511827469,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large blue triangle,False
591,hg16,True,45,16,0,6,16,0.024707781113988858123775571584702,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large blue rectangle,False
592,hg16,True,46,16,0,6,16,0.021198490059532559826038777828217,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",small blue triangle,False
593,hg16,True,47,16,0,5,17,0.045985926779849251033738255500793,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large yellow circle,False
594,hg16,True,48,17,1,20,2,0.99405757787599213770590722560883,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large green triangle,True
595,hg16,True,49,18,0,4,18,0.0051061137340866480371914803981781,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium blue rectangle,False
596,hg16,True,50,18,0,5,17,0.0053118880904321486013941466808319,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large blue rectangle,False
597,hg16,True,51,19,1,18,4,0.98393562054059202637290582060814,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large yellow rectangle,True
598,hg16,True,52,19,0,6,16,0.0014268249490214657271280884742737,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",medium blue triangle,False
599,hg16,True,53,20,1,12,10,0.39439684119884077517781406641006,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large blue circle,False
600,hg16,True,54,20,0,5,17,0.11876186265851629286771640181541,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large green circle,False
601,hg16,True,55,21,0,3,19,0.0051705463032476473017595708370209,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",medium blue rectangle,False
602,hg16,True,56,21,0,5,17,0.049258182358130397915374487638474,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",large green circle,False
603,hg16,True,57,21,0,7,15,0.050155662817019219801295548677444,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small yellow circle,False
604,hg16,True,58,21,1,19,3,0.99187175939198368723737075924873,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small yellow triangle,True
605,hg16,True,59,21,1,19,3,0.99191368580659400322474539279938,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small green rectangle,True
606,hg16,True,60,22,1,19,3,0.59055548019296111306175589561462,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",large blue circle,True
607,hg16,True,61,23,0,3,19,0.024816641787197113444563001394272,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",large green circle,False
608,hg16,True,62,23,0,3,19,0.0054461488772403754410333931446075,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",small blue rectangle,False
609,hg16,True,63,23,1,18,4,0.99508988210413917840924113988876,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",large yellow triangle,True
610,hg16,True,64,23,0,5,17,0.0049762502187604695791378617286682,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",large blue rectangle,False
611,hg16,True,65,24,1,18,4,0.99745926324328593182144686579704,"""λx.apply1(compose11(compose8(iff,blue),circle),x.o)""
",blue iff circle,"def is_rule(obj):
    return (obj.blue and obj.circle) or (not obj.blue and not obj.circle)",medium yellow triangle,True
1804,hg18,True,0,0,1,17,9,0.4635740694637888736906461417675,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green circle,False
1805,hg18,True,1,0,0,11,15,0.51418026201451993983937427401543,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue circle,True
1806,hg18,True,2,0,1,15,11,0.4645095623660608907812274992466,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green rectangle,False
1807,hg18,True,3,0,0,7,19,0.4882680837423549746745266020298,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue rectangle,False
1808,hg18,True,4,1,0,15,11,0.51769301976355563965626060962677,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green circle,True
1809,hg18,True,5,1,0,5,21,0.38174270997899384383345022797585,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium yellow triangle,False
1810,hg18,True,6,1,1,11,15,0.4947520187381542200455442070961,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue circle,False
1811,hg18,True,7,1,0,5,21,0.31688295491562712413724511861801,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium yellow rectangle,False
1812,hg18,True,8,2,1,18,8,0.67196564986238627170678228139877,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow triangle,True
1813,hg18,True,9,2,0,2,24,0.14458046495269627484958618879318,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue rectangle,False
1814,hg18,True,10,3,1,21,5,0.77947183155561106104869395494461,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow rectangle,True
1815,hg18,True,11,3,1,23,3,0.7758647714463222655467689037323,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue rectangle,True
1816,hg18,True,12,3,0,1,25,0.14681066015828037052415311336517,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small yellow circle,False
1817,hg18,True,13,3,1,26,0,0.82088741011523325141752138733864,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue circle,True
1818,hg18,True,14,4,0,2,24,0.13621674698572405759477987885475,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium blue circle,False
1819,hg18,True,15,4,1,26,0,0.92732825908967697614571079611778,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow triangle,True
1820,hg18,True,16,5,0,3,23,0.049442613738847285276278853416443,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium blue triangle,False
1821,hg18,True,17,5,1,24,2,0.94535665717182837397558614611626,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large green circle,True
1822,hg18,True,18,6,1,26,0,0.96410259797232811251888051629066,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue circle,True
1823,hg18,True,19,6,1,26,0,0.96185912304167686670552939176559,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow triangle,True
1824,hg18,True,20,6,1,24,2,0.9611781027612096295342780649662,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large green triangle,True
1825,hg18,True,21,6,0,0,26,0.045083968576363986358046531677246,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium blue triangle,False
1826,hg18,True,22,7,1,25,1,0.93964044777601429814239963889122,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue circle,True
1827,hg18,True,23,8,1,25,1,0.95534659994291359907947480678558,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow rectangle,True
1828,hg18,True,24,8,1,25,1,0.95650112348266702610999345779419,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow triangle,True
1829,hg18,True,25,9,1,24,2,0.98726765933520255202893167734146,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue circle,True
1830,hg18,True,26,9,0,0,26,0.1637009001722162793157622218132,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green rectangle,False
1831,hg18,True,27,9,0,2,24,0.074101810005004153936170041561127,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium blue triangle,False
1832,hg18,True,28,9,0,1,25,0.17761421120462728140410035848618,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue rectangle,False
1833,hg18,True,29,9,1,25,1,0.99329703517753387131961062550545,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow rectangle,True
1834,hg18,True,30,10,1,25,1,0.98038260990063008648576214909554,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue triangle,True
1835,hg18,True,31,10,0,0,26,0.055969726117268692178186029195786,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue triangle,False
1836,hg18,True,32,11,1,24,1,0.99090059120237583556445315480232,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large green triangle,True
1837,hg18,True,33,11,0,0,25,0.040748427778112272790167480707169,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium yellow triangle,False
1838,hg18,True,34,11,0,0,25,0.018082658286857622442767024040222,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue triangle,False
1839,hg18,True,35,11,1,22,3,0.99476542761692599015077576041222,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow rectangle,True
1840,hg18,True,36,12,0,5,20,0.092355251292588036449160426855087,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium green rectangle,False
1841,hg18,True,37,12,0,1,24,0.03353793384678738220827654004097,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue rectangle,False
1842,hg18,True,38,12,0,0,25,0.07540883635181216959608718752861,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green circle,False
1843,hg18,True,39,13,0,0,25,0.014030591220944188535213470458984,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium yellow triangle,False
1844,hg18,True,40,13,0,0,25,0.01878763313811759871896356344223,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue circle,False
1845,hg18,True,41,13,1,24,1,0.99439729780101515643764287233353,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large green rectangle,True
1846,hg18,True,42,13,0,0,25,0.0048634781963983186869882047176361,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium blue triangle,False
1847,hg18,True,43,13,0,0,25,0.0065246919522223834064789116382599,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium green triangle,False
1848,hg18,True,44,14,1,24,1,0.99496061270735935977427288889885,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow circle,True
1849,hg18,True,45,15,0,0,25,0.049345877887844835640862584114075,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green circle,False
1850,hg18,True,46,15,0,0,25,0.054827693239531072322279214859009,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small yellow circle,False
1851,hg18,True,47,15,0,0,25,0.050165273961283673997968435287476,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue circle,False
1852,hg18,True,48,16,0,0,25,0.0012579685608216095715761184692383,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue circle,False
1853,hg18,True,49,16,1,22,3,0.99340344881386499764630571007729,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large green circle,True
1854,hg18,True,50,16,0,0,25,0.021192576975636256975121796131134,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue triangle,False
1855,hg18,True,51,16,0,0,25,0.0031800571630355989327654242515564,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium blue triangle,False
1856,hg18,True,52,16,0,0,25,0.0030329038124818907817825675010681,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green circle,False
1857,hg18,True,53,17,1,25,0,0.99685953724588216573465615510941,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue circle,True
1858,hg18,True,54,18,0,1,24,0.035471134607178100850433111190796,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium blue rectangle,False
1859,hg18,True,55,18,0,2,23,0.021577164590439679159317165613174,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue rectangle,False
1860,hg18,True,56,19,1,25,0,0.99105321312515570753021165728569,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large green circle,True
1861,hg18,True,57,19,0,0,25,0.012460275346370508486870676279068,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium yellow circle,False
1862,hg18,True,58,20,0,3,22,0.015912921042513517022598534822464,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green triangle,False
1863,hg18,True,59,20,1,22,3,0.99604452276548727240879088640213,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow circle,True
1864,hg18,True,60,21,0,1,24,0.012398525978710495110135525465012,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium green rectangle,False
1865,hg18,True,61,21,0,0,25,0.0026452628210336115444079041481018,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green circle,False
1866,hg18,True,62,21,0,0,25,0.00430789074721360520925372838974,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green triangle,False
1867,hg18,True,63,21,1,25,0,0.99458030470668745692819356918335,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large yellow triangle,True
1868,hg18,True,64,22,0,0,25,0.01212017488569472334347665309906,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue rectangle,False
1869,hg18,True,65,23,0,1,24,0.0039762517097869931603781878948212,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small green rectangle,False
1870,hg18,True,66,24,0,1,24,0.015999625986523824394680559635162,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium yellow circle,False
1871,hg18,True,67,24,0,0,25,0.0085359074365669584949500858783722,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",medium green triangle,False
1872,hg18,True,68,24,1,23,2,0.98804198922107389080338180065155,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large green rectangle,True
1873,hg18,True,69,24,1,23,2,0.99005865756021194101776927709579,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue rectangle,True
