,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer,to_annotate
5007,same shape as the unique largest blue object,False,12,4,0,3,21,0.11294905180022852,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg57,4,False,False
5008,same shape as the unique largest blue object,False,13,4,0,3,21,0.07070002380851292,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg57,4,False,False
5009,same shape as the unique largest blue object,False,14,5,1,16,8,0.3996007914927304,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg57,5,False,False
5010,same shape as the unique largest blue object,False,15,5,0,16,8,0.13217104446266603,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg57,5,False,False
5011,same shape as the unique largest blue object,False,16,5,0,3,21,0.11808225179834153,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg57,5,False,False
5012,same shape as the unique largest blue object,False,17,5,0,3,21,0.05252638751346694,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg57,5,False,False
5013,same shape as the unique largest blue object,False,18,6,0,2,22,0.15554335094930138,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg57,6,False,False
5014,same shape as the unique largest blue object,False,19,7,0,0,24,0.02575659425815502,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg57,7,False,False
5015,same shape as the unique largest blue object,False,20,7,1,16,8,0.3842938641229239,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg57,7,False,False
5016,same shape as the unique largest blue object,False,21,8,0,2,22,0.11606477579812235,"""λx.apply1(circle,x.o)""
",large green rectangle,hg57,8,False,False
5017,same shape as the unique largest blue object,False,22,8,0,11,13,0.6520613843516685,"""λx.apply1(circle,x.o)""
",small blue circle,hg57,8,True,False
5018,same shape as the unique largest blue object,False,23,8,1,7,17,0.22260101373990437,"""λx.apply1(circle,x.o)""
",small blue triangle,hg57,8,False,False
5019,same shape as the unique largest blue object,False,24,8,1,12,12,0.3325399711625323,"""λx.apply1(circle,x.o)""
",large blue triangle,hg57,8,False,False
5020,same shape as the unique largest blue object,False,25,9,0,1,23,0.09621393163274661,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,large),triangle)),blue),x.o)""
",large green rectangle,hg57,9,False,False
5021,same shape as the unique largest blue object,False,26,9,0,0,24,0.23366849944579826,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,large),triangle)),blue),x.o)""
",large yellow circle,hg57,9,False,False
5022,same shape as the unique largest blue object,False,27,9,0,0,24,0.20818131927183003,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,large),triangle)),blue),x.o)""
",small green circle,hg57,9,False,False
5023,same shape as the unique largest blue object,False,28,9,0,21,3,0.6421928159089703,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,large),triangle)),blue),x.o)""
",large blue circle,hg57,9,True,False
5024,same shape as the unique largest blue object,False,29,9,0,17,7,0.5816096130946562,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,large),triangle)),blue),x.o)""
",large blue rectangle,hg57,9,True,False
5025,same shape as the unique largest blue object,False,30,10,1,16,8,0.47336035098408047,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg57,10,False,False
5026,same shape as the unique largest blue object,False,31,11,1,0,24,0.11434300959990651,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg57,11,False,False
5027,same shape as the unique largest blue object,False,32,11,0,2,22,0.07709864691560142,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg57,11,False,False
5028,same shape as the unique largest blue object,False,33,11,1,16,8,0.5504844409383622,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg57,11,True,False
5029,same shape as the unique largest blue object,False,34,11,0,1,23,0.05261276182409347,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg57,11,False,False
5030,same shape as the unique largest blue object,False,35,12,1,16,8,0.4374535968249802,"""λx.apply1(small,x.o)""
",large blue rectangle,hg57,12,False,False
5031,same shape as the unique largest blue object,False,36,12,1,4,20,0.07344694707489907,"""λx.apply1(small,x.o)""
",medium yellow rectangle,hg57,12,False,False
5032,same shape as the unique largest blue object,False,37,12,0,3,21,0.21071462049542333,"""λx.apply1(small,x.o)""
",small green triangle,hg57,12,False,False
5033,same shape as the unique largest blue object,False,38,13,0,4,20,0.07429983181123134,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg57,13,False,False
5034,same shape as the unique largest blue object,False,39,13,0,3,21,0.18631854299360384,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg57,13,False,False
5035,same shape as the unique largest blue object,False,40,14,0,5,19,0.0914142085111962,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow rectangle,hg57,14,False,False
5036,same shape as the unique largest blue object,False,41,14,0,6,18,0.10807175881552666,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow circle,hg57,14,False,False
5037,same shape as the unique largest blue object,False,42,15,0,17,7,0.46101626680774643,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg57,15,False,False
5038,same shape as the unique largest blue object,False,43,15,0,8,16,0.4199588317355847,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg57,15,False,False
5039,same shape as the unique largest blue object,False,44,15,0,15,9,0.4626349009486148,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg57,15,False,False
5040,same shape as the unique largest blue object,False,45,16,0,2,22,0.028602953295603584,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg57,16,False,False
5041,same shape as the unique largest blue object,False,46,16,0,14,10,0.2145506555754082,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg57,16,False,False
5042,same shape as the unique largest blue object,False,47,16,0,8,16,0.1075457201733343,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg57,16,False,False
5043,same shape as the unique largest blue object,False,48,16,0,8,16,0.08622330573302861,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg57,16,False,False
5044,same shape as the unique largest blue object,False,49,16,0,4,20,0.04162230441738757,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg57,16,False,False
5045,same shape as the unique largest blue object,False,50,17,0,4,20,0.12176245369596472,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg57,17,False,False
5046,same shape as the unique largest blue object,False,51,18,1,16,8,0.3923736730174596,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg57,18,False,False
5047,same shape as the unique largest blue object,False,52,19,1,13,11,0.5665028460015264,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg57,19,True,False
5048,same shape as the unique largest blue object,False,53,19,1,4,20,0.10108795625194489,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg57,19,False,False
5049,same shape as the unique largest blue object,False,54,19,0,2,22,0.06367983791449205,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg57,19,False,False
5050,same shape as the unique largest blue object,False,55,19,0,4,20,0.07718647229785347,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg57,19,False,False
5051,same shape as the unique largest blue object,False,56,19,0,4,20,0.08447267162887329,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg57,19,False,False
5052,same shape as the unique largest blue object,False,57,20,0,12,12,0.1312116766928284,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg57,20,False,False
5053,same shape as the unique largest blue object,False,58,20,0,3,21,0.147091082925499,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg57,20,False,False
5054,same shape as the unique largest blue object,False,59,20,0,6,18,0.011688281125771027,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg57,20,False,False
5055,same shape as the unique largest blue object,False,60,20,0,12,12,0.14357628071263662,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg57,20,False,False
5056,same shape as the unique largest blue object,False,61,20,0,4,20,0.14605392908458725,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg57,20,False,False
5057,same shape as the unique largest blue object,False,62,21,0,8,16,0.038448427460366474,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg57,21,False,False
5058,same shape as the unique largest blue object,False,63,21,1,8,16,0.2812583473499899,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg57,21,False,False
5059,same shape as the unique largest blue object,False,64,21,0,2,22,0.042936629516248104,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg57,21,False,False
5060,same shape as the unique largest blue object,False,65,21,0,2,22,0.014744189981797717,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg57,21,False,False
5061,same shape as the unique largest blue object,False,66,21,0,7,17,0.03991533969860939,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg57,21,False,False
5062,same shape as the unique largest blue object,False,67,22,1,11,13,0.546393496631481,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg57,22,True,False
5063,same shape as the unique largest blue object,False,68,22,0,3,21,0.011749015033501564,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg57,22,False,False
5064,same shape as the unique largest blue object,False,69,23,1,12,12,0.12997219846909047,"""λx.apply1(apply3(same_color,iota(filter(compose2(not,apply3(size-gt,x.o)), filter(blue, x.s)))),x.o)""
",small green circle,hg57,23,False,False
5065,same shape as the unique largest blue object,False,70,23,1,19,5,0.8251222478186264,"""λx.apply1(apply3(same_color,iota(filter(compose2(not,apply3(size-gt,x.o)), filter(blue, x.s)))),x.o)""
",small blue circle,hg57,23,True,False
5066,same shape as the unique largest blue object,False,71,24,1,19,5,0.7481360733294196,"""λx.apply1(apply3(same_color,iota(filter(compose2(not,apply3(size-gt,x.o)), filter(blue, x.s)))),x.o)""
",large blue rectangle,hg57,24,True,False
5067,same shape as the unique largest blue object,False,72,25,1,16,8,0.8285044855234673,"""λx.apply1(apply3(same_color,iota(filter(compose2(not,apply3(size-gt,x.o)), filter(blue, x.s)))),x.o)""
",large blue triangle,hg57,25,True,False
5068,same shape as the unique largest blue object,False,73,25,1,10,14,0.2655874703166319,"""λx.apply1(apply3(same_color,iota(filter(compose2(not,apply3(size-gt,x.o)), filter(blue, x.s)))),x.o)""
",large green triangle,hg57,25,False,False
2319,same shape as one of the largest and blue,False,0,1,0,13,11,0.45139614977438214,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green circle,hg58,1,False,False
2320,same shape as one of the largest and blue,False,1,2,0,10,14,0.3558567996635702,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg58,2,False,False
2321,same shape as one of the largest and blue,False,2,2,0,10,14,0.3468556019323614,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg58,2,False,False
2322,same shape as one of the largest and blue,False,3,3,1,11,13,0.34273683102469477,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg58,3,False,False
2323,same shape as one of the largest and blue,False,4,3,1,10,14,0.3702747709324967,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg58,3,False,False
2324,same shape as one of the largest and blue,False,5,4,0,6,18,0.331827599168264,"""λx.apply1(rectangle,x.o)""
",large green triangle,hg58,4,False,False
2325,same shape as one of the largest and blue,False,6,4,0,13,11,0.46473049018823076,"""λx.apply1(rectangle,x.o)""
",medium yellow rectangle,hg58,4,False,False
2326,same shape as one of the largest and blue,False,7,4,0,5,19,0.20796653203831283,"""λx.apply1(rectangle,x.o)""
",small green triangle,hg58,4,False,False
2327,same shape as one of the largest and blue,False,8,4,0,7,17,0.26848739478475636,"""λx.apply1(rectangle,x.o)""
",medium yellow triangle,hg58,4,False,False
2328,same shape as one of the largest and blue,False,9,4,0,7,17,0.340596028614641,"""λx.apply1(rectangle,x.o)""
",large yellow triangle,hg58,4,False,False
2329,same shape as one of the largest and blue,False,10,5,0,5,19,0.0417156389765978,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg58,5,False,False
2330,same shape as one of the largest and blue,False,11,5,1,17,7,0.5962846893943379,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue rectangle,hg58,5,True,False
2331,same shape as one of the largest and blue,False,12,5,0,8,16,0.05321735342374723,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg58,5,False,False
2332,same shape as one of the largest and blue,False,13,5,0,5,19,0.22246201242717234,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow circle,hg58,5,False,False
2333,same shape as one of the largest and blue,False,14,6,1,5,18,0.14571090398089837,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green circle,hg58,6,False,False
2334,same shape as one of the largest and blue,False,15,6,0,6,17,0.13839633105010307,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg58,6,False,False
2335,same shape as one of the largest and blue,False,16,6,1,11,12,0.725061792011843,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue circle,hg58,6,True,False
2336,same shape as one of the largest and blue,False,17,7,1,15,8,0.8391423248430101,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large blue circle,hg58,7,True,False
2337,same shape as one of the largest and blue,False,18,8,1,17,6,0.778639203049579,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",medium blue rectangle,hg58,8,True,False
2338,same shape as one of the largest and blue,False,19,8,0,4,19,0.14260885024225445,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large yellow triangle,hg58,8,False,False
2339,same shape as one of the largest and blue,False,20,8,1,19,4,0.8191336213368459,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large blue rectangle,hg58,8,True,False
2340,same shape as one of the largest and blue,False,21,9,0,14,9,0.8493605487919922,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",medium blue triangle,hg58,9,True,False
2341,same shape as one of the largest and blue,False,22,9,1,20,3,0.9654508918658848,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large blue rectangle,hg58,9,True,False
2342,same shape as one of the largest and blue,False,23,9,0,6,17,0.11374934954824312,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large green triangle,hg58,9,False,False
2343,same shape as one of the largest and blue,False,24,9,0,18,5,0.9269880979082927,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",medium blue circle,hg58,9,True,False
2344,same shape as one of the largest and blue,False,25,10,1,16,7,0.6209030858417464,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large blue circle,hg58,10,True,False
2345,same shape as one of the largest and blue,False,26,10,1,2,21,0.28904636445486176,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",small yellow rectangle,hg58,10,False,False
2346,same shape as one of the largest and blue,False,27,10,1,21,2,0.8472794317501666,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large blue rectangle,hg58,10,True,False
2347,same shape as one of the largest and blue,False,28,10,1,11,12,0.503985165917129,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",medium blue circle,hg58,10,True,False
2348,same shape as one of the largest and blue,False,29,10,1,11,12,0.3151248489872387,"""λx.apply1(compose11(compose8(compose6(and,not),triangle),yellow),x.o)""
",large green circle,hg58,10,False,False
2349,same shape as one of the largest and blue,False,30,11,1,9,14,0.48150786853977934,"""λx.apply7(not,apply1(triangle,x.o))""
",small blue triangle,hg58,11,False,False
2350,same shape as one of the largest and blue,False,31,11,0,8,15,0.6547490628820469,"""λx.apply7(not,apply1(triangle,x.o))""
",small green rectangle,hg58,11,True,False
2351,same shape as one of the largest and blue,False,32,12,1,22,1,0.9667364179646256,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue rectangle,hg58,12,True,False
2352,same shape as one of the largest and blue,False,33,12,1,19,4,0.921620170440292,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue circle,hg58,12,True,False
2353,same shape as one of the largest and blue,False,34,12,1,10,13,0.22326609299670963,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green rectangle,hg58,12,False,False
2354,same shape as one of the largest and blue,False,35,12,1,18,5,0.9567906004920133,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue circle,hg58,12,True,False
2355,same shape as one of the largest and blue,False,36,12,1,9,14,0.45544510004481253,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg58,12,False,False
2356,same shape as one of the largest and blue,False,37,13,1,16,7,0.7308742589483472,"""λx.apply7(not,apply1(triangle,x.o))""
",medium blue triangle,hg58,13,True,False
2357,same shape as one of the largest and blue,False,38,13,1,17,6,0.743572993307339,"""λx.apply7(not,apply1(triangle,x.o))""
",large blue triangle,hg58,13,True,False
2358,same shape as one of the largest and blue,False,39,14,0,5,18,0.3414900240583165,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow rectangle,hg58,14,False,False
2359,same shape as one of the largest and blue,False,40,14,0,10,13,0.6537836051137447,"""λx.apply7(not,apply1(yellow,x.o))""
",small green circle,hg58,14,True,False
2360,same shape as one of the largest and blue,False,41,15,1,17,6,0.9374878241554825,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue rectangle,hg58,15,True,False
2361,same shape as one of the largest and blue,False,42,15,1,10,13,0.22426592205204088,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow rectangle,hg58,15,False,False
2362,same shape as one of the largest and blue,False,43,15,0,6,17,0.24683351529586162,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green circle,hg58,15,False,False
2363,same shape as one of the largest and blue,False,44,16,1,15,8,0.9308768916620238,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue circle,hg58,16,True,False
2364,same shape as one of the largest and blue,False,45,16,0,3,20,0.1840964154981748,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green triangle,hg58,16,False,False
2365,same shape as one of the largest and blue,False,46,16,0,10,13,0.38822451369526334,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow rectangle,hg58,16,False,False
2366,same shape as one of the largest and blue,False,47,16,0,9,14,0.36228950758481915,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg58,16,False,False
2367,same shape as one of the largest and blue,False,48,17,0,5,18,0.11467800624632218,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow circle,hg58,17,False,False
2368,same shape as one of the largest and blue,False,49,18,1,13,10,0.16852761087591261,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg58,18,False,False
2369,same shape as one of the largest and blue,False,50,18,0,9,14,0.17153986485732275,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg58,18,False,False
2370,same shape as one of the largest and blue,False,51,18,1,15,8,0.9033824448662244,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue rectangle,hg58,18,True,False
2371,same shape as one of the largest and blue,False,52,18,0,7,16,0.0535950423329723,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg58,18,False,False
2372,same shape as one of the largest and blue,False,53,19,0,7,16,0.23742889363791164,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow rectangle,hg58,19,False,False
2373,same shape as one of the largest and blue,False,54,19,0,9,14,0.1891608740677384,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg58,19,False,False
2374,same shape as one of the largest and blue,False,55,20,0,3,20,0.02123986277797485,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg58,20,False,False
2375,same shape as one of the largest and blue,False,56,20,1,21,2,0.9721337817418316,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue rectangle,hg58,20,True,False
2376,same shape as one of the largest and blue,False,57,21,0,13,10,0.9150410428961777,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue triangle,hg58,21,True,False
2377,same shape as one of the largest and blue,False,58,21,0,10,13,0.12343420920080916,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg58,21,False,False
2378,same shape as one of the largest and blue,False,59,21,0,7,16,0.13257885290283866,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green triangle,hg58,21,False,False
2379,same shape as one of the largest and blue,False,60,21,1,17,6,0.9756758791561424,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue circle,hg58,21,True,False
2380,same shape as one of the largest and blue,False,61,22,1,14,9,0.7813882990878938,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue circle,hg58,22,True,False
2381,same shape as one of the largest and blue,False,62,23,0,2,21,0.07179458697839891,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow triangle,hg58,23,False,False
2382,same shape as one of the largest and blue,False,63,23,0,2,21,0.011886718449204636,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green triangle,hg58,23,False,False
2383,same shape as one of the largest and blue,False,64,23,0,4,19,0.18367079854976964,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg58,23,False,False
2384,same shape as one of the largest and blue,False,65,23,0,4,19,0.059441289427354604,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg58,23,False,False
2385,same shape as one of the largest and blue,False,66,24,0,4,19,0.009981557680475817,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow triangle,hg58,24,False,False
2386,same shape as one of the largest and blue,False,67,25,0,9,14,0.026849835471580263,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green triangle,hg58,25,False,False
2387,same shape as one of the largest and blue,False,68,25,0,3,20,0.09511197556901152,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg58,25,False,False
2388,same shape as one of the largest and blue,False,69,25,0,4,19,0.15021035844256403,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow circle,hg58,25,False,False
2389,same shape as one of the largest and blue,False,70,25,0,14,9,0.8202125556892952,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue triangle,hg58,25,True,False
2390,same shape as one of the largest and blue,False,71,25,1,18,5,0.9198224777263704,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue rectangle,hg58,25,True,False
1874,same shape as another object,False,0,1,1,11,12,0.4437994873592288,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue rectangle,hg59,1,False,False
1875,same shape as another object,False,1,1,1,14,9,0.42021456980978655,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large yellow rectangle,hg59,1,False,False
1876,same shape as another object,False,2,1,0,11,12,0.4211099587450917,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large yellow circle,hg59,1,False,False
1877,same shape as another object,False,3,2,0,0,23,0.5700544777521372,"""λx.apply1(rectangle,x.o)""
",medium green triangle,hg59,2,True,False
1878,same shape as another object,False,4,2,1,22,1,0.7264704011108734,"""λx.apply1(rectangle,x.o)""
",medium yellow rectangle,hg59,2,True,False
1879,same shape as another object,False,5,2,1,21,2,0.6929456036449437,"""λx.apply1(rectangle,x.o)""
",small green rectangle,hg59,2,True,False
1880,same shape as another object,False,6,2,1,1,22,0.5098849863453552,"""λx.apply1(rectangle,x.o)""
",medium green circle,hg59,2,True,False
1881,same shape as another object,False,7,2,1,3,20,0.30190722480881504,"""λx.apply1(rectangle,x.o)""
",large yellow circle,hg59,2,False,False
1882,same shape as another object,False,8,3,1,22,1,0.7938056379964564,"""λx.apply7(not,apply1(triangle,x.o))""
",large yellow circle,hg59,3,True,False
1883,same shape as another object,False,9,3,1,20,3,0.8389197840940597,"""λx.apply7(not,apply1(triangle,x.o))""
",medium green circle,hg59,3,True,False
1884,same shape as another object,False,10,4,0,3,20,0.5761426562200995,"""λx.apply7(not,apply1(triangle,x.o))""
",medium blue triangle,hg59,4,True,False
1885,same shape as another object,False,11,4,0,9,14,0.768492850638836,"""λx.apply7(not,apply1(triangle,x.o))""
",large green rectangle,hg59,4,True,False
1886,same shape as another object,False,12,5,1,13,10,0.389393436011801,"""λx.apply7(not,apply1(triangle,x.o))""
",medium blue triangle,hg59,5,False,False
1887,same shape as another object,False,13,5,1,15,8,0.4403325818370831,"""λx.apply7(not,apply1(triangle,x.o))""
",large blue triangle,hg59,5,False,False
1888,same shape as another object,False,14,5,1,9,14,0.4398730630496175,"""λx.apply7(not,apply1(triangle,x.o))""
",medium yellow triangle,hg59,5,False,False
1889,same shape as another object,False,15,5,1,9,14,0.4263812258404869,"""λx.apply7(not,apply1(triangle,x.o))""
",medium green triangle,hg59,5,False,False
1890,same shape as another object,False,16,6,1,17,5,0.8514298396274853,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small green rectangle,hg59,6,True,False
1891,same shape as another object,False,17,6,1,18,4,0.7106263923136567,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large green circle,hg59,6,True,False
1892,same shape as another object,False,18,6,1,16,6,0.8522036401052446,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large yellow rectangle,hg59,6,True,False
1893,same shape as another object,False,19,6,1,19,3,0.7736590598611883,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green circle,hg59,6,True,False
1894,same shape as another object,False,20,7,1,22,0,0.9311691112308154,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large green circle,hg59,7,True,False
1895,same shape as another object,False,21,7,0,7,15,0.8181292988782616,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large green rectangle,hg59,7,True,False
1896,same shape as another object,False,22,7,1,17,5,0.8614120463133759,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue circle,hg59,7,True,False
1897,same shape as another object,False,23,7,0,9,13,0.7787707426354018,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium yellow triangle,hg59,7,True,False
1898,same shape as another object,False,24,8,0,11,11,0.3892941926608273,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",medium green circle,hg59,8,False,False
1899,same shape as another object,False,25,8,0,9,13,0.3123650288906674,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",medium green rectangle,hg59,8,False,False
1900,same shape as another object,False,26,9,0,6,16,0.18953287315105172,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",large green circle,hg59,9,False,False
